day_type,direction,seg_idx,segmentId,streetName,frc,speedLimit,seg_distance,cum_dist_start,cum_dist_mid,cum_dist_end,hour,harm_avg_speed,avg_speed,median_speed,std_speed,avg_tt,median_tt,std_tt,tt_ratio,sample_size,norm_sample,p5,p15,p25,p50,p75,p85,p90,p95
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,7,30.1,47.2,49.0,16.7,1.64,1.01,3.38,1.31,2702,0.2671,16,29,37,49,59,63,67,71
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,8,27.7,41.6,43.0,15.6,1.79,1.15,3.32,1.43,5866,0.5799,14,25,31,43,52,57,61,67
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,9,26.8,43.6,45.0,16.2,1.84,1.1,3.76,1.47,4476,0.4425,14,26,34,45,55,60,63,69
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,10,30.5,45.8,47.0,16.1,1.62,1.05,3.25,1.3,3965,0.392,17,29,36,47,57,62,65,71
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,11,32.7,45.6,46.0,15.1,1.51,1.07,3.22,1.21,4365,0.4315,19,30,37,46,56,61,64,69
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,12,32.7,44.2,45.0,15.1,1.51,1.1,2.55,1.21,4909,0.4853,18,28,35,45,54,59,63,68
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,13,30.9,43.1,44.0,15.4,1.6,1.12,2.8,1.28,5375,0.5313,15,27,34,44,53,58,62,67
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,14,30.7,42.0,43.0,15.4,1.61,1.15,2.3,1.29,5970,0.5902,14,25,33,43,52,58,61,66
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,15,32.8,43.3,44.0,14.7,1.51,1.12,2.28,1.21,5479,0.5416,17,28,35,44,53,58,62,66
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,16,23.4,36.2,36.0,15.5,2.11,1.37,3.61,1.69,5750,0.5684,12,19,25,36,47,53,56,62
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,17,24.0,36.0,35.0,15.3,2.06,1.41,3.48,1.64,6061,0.5991,12,19,25,35,47,53,56,62
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,18,22.4,33.1,32.0,14.9,2.21,1.54,3.2,1.77,6664,0.6588,11,17,22,32,43,49,53,59
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,19,23.5,35.2,34.0,15.0,2.1,1.45,3.41,1.68,6612,0.6536,12,19,24,34,45,51,55,61
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,20,24.3,38.1,38.0,15.8,2.04,1.3,3.68,1.63,5304,0.5243,12,21,27,38,49,55,58,64
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,21,38.6,50.4,51.0,15.6,1.28,0.97,1.93,1.02,3090,0.3055,21,35,42,51,61,66,69,74
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,22,39.9,51.9,52.0,15.2,1.24,0.95,2.12,0.99,2948,0.2914,25,38,43,52,62,67,70,76
Feriali,GRA,40,-13800006629975,Corso di Francia,2,50,13.72,1910.6400000000003,1917.5000000000002,1924.3600000000004,23,39.1,50.8,51.0,15.1,1.26,0.97,2.29,1.01,3502,0.3462,23,36,42,51,61,65,69,74
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,0,47.1,55.6,56.0,16.1,1.02,0.86,1.11,1.0,1709,0.1689,26,40,47,56,66,71,75,80
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,1,51.6,59.9,61.0,17.2,0.93,0.79,0.63,0.91,876,0.0866,26,44,50,61,71,76,81,86
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,2,49.6,60.7,62.0,18.2,0.97,0.77,1.27,0.95,464,0.0459,27,45,51,62,73,78,81,87
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,3,46.4,59.4,63.0,18.4,1.03,0.76,1.4,1.01,270,0.0267,25,39,50,63,72,77,81,84
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,4,48.3,61.3,61.0,17.6,0.99,0.79,1.94,0.98,275,0.0272,33,45,51,61,72,76,81,90
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,5,51.4,60.2,62.0,16.1,0.93,0.77,0.91,0.92,338,0.0334,30,44,51,62,71,76,78,83
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,6,44.2,53.9,56.0,17.1,1.09,0.86,0.91,1.07,924,0.0913,22,35,45,56,65,69,73,78
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,7,39.1,47.7,49.0,15.9,1.23,0.98,0.98,1.21,2700,0.2669,19,30,37,49,59,63,67,71
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,8,33.9,42.3,43.0,15.0,1.42,1.12,1.39,1.39,5860,0.5793,17,26,32,43,52,58,61,67
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,9,35.0,44.3,46.0,15.5,1.37,1.04,1.37,1.35,4481,0.443,17,27,34,46,55,60,63,69
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,10,35.9,46.2,48.0,15.7,1.34,1.0,1.92,1.31,3973,0.3927,18,29,36,48,57,62,65,71
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,11,36.6,45.9,47.0,15.0,1.31,1.02,1.71,1.29,4364,0.4314,19,30,37,47,56,61,64,69
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,12,32.4,44.5,46.0,15.1,1.48,1.04,4.87,1.45,4891,0.4835,18,28,35,46,55,59,63,68
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,13,35.0,43.5,44.0,15.2,1.37,1.09,1.23,1.35,5373,0.5311,17,26,34,44,53,59,62,67
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,14,32.4,42.2,43.0,15.3,1.48,1.12,2.28,1.45,5943,0.5875,15,25,32,43,53,58,61,66
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,15,35.5,43.5,45.0,14.8,1.35,1.07,1.23,1.33,5465,0.5402,18,27,34,45,53,58,62,67
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,16,27.7,36.9,36.0,15.2,1.73,1.33,1.95,1.7,5733,0.5667,13,20,26,36,48,53,57,62
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,17,28.0,36.5,36.0,15.0,1.72,1.33,1.99,1.69,6058,0.5989,13,20,25,36,47,53,56,62
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,18,25.1,33.3,32.0,14.7,1.91,1.5,1.97,1.88,6629,0.6553,12,18,22,32,44,49,53,59
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,19,27.5,35.7,35.0,14.6,1.74,1.37,2.37,1.71,6574,0.6499,14,20,25,35,46,52,55,61
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,20,30.0,38.8,38.0,15.3,1.6,1.26,1.78,1.57,5302,0.5241,15,23,28,38,49,55,59,64
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,21,42.7,50.5,52.0,15.4,1.12,0.92,0.83,1.1,3073,0.3038,21,35,42,52,61,66,69,74
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,22,44.6,51.9,52.0,15.1,1.07,0.92,0.9,1.06,2948,0.2914,25,37,43,52,62,67,70,76
Feriali,GRA,41,-13800006438168,Corso di Francia,2,50,13.32,1924.3600000000004,1931.0200000000004,1937.6800000000003,23,42.7,51.1,52.0,14.8,1.12,0.92,1.33,1.1,3505,0.3465,24,37,43,52,61,66,69,74
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,0,37.7,51.0,53.0,18.7,13.75,9.78,11.83,1.0,1619,0.16,11,32,43,53,63,69,72,77
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,1,39.3,55.6,59.0,20.6,13.18,8.78,13.01,0.96,823,0.0814,11,34,47,59,69,74,79,85
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,2,38.9,56.0,59.0,21.8,13.31,8.78,12.77,0.97,437,0.0432,10,31,47,59,70,76,80,87
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,3,42.1,56.3,60.0,20.4,12.32,8.64,10.47,0.9,249,0.0246,12,33,45,60,70,75,79,83
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,4,43.0,58.6,61.0,19.8,12.06,8.49,14.05,0.88,247,0.0244,11,41,50,61,71,76,80,88
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,5,40.7,55.1,58.0,19.4,12.73,8.93,11.26,0.93,318,0.0314,11,35,45,58,69,74,76,83
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,6,33.8,48.3,52.0,19.3,15.32,9.96,13.63,1.11,893,0.0883,10,21,39,52,61,66,69,74
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,7,29.6,42.2,46.0,17.7,17.49,11.26,15.16,1.27,2560,0.2531,10,18,30,46,55,59,62,67
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,8,24.3,36.2,39.0,16.9,21.29,13.29,17.65,1.55,5479,0.5416,9,11,22,39,49,54,56,61
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,9,26.0,39.1,44.0,17.7,19.93,11.78,17.52,1.45,4119,0.4072,9,12,25,44,52,56,59,64
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,10,28.9,41.7,46.0,17.3,17.93,11.26,17.51,1.3,3707,0.3664,10,18,31,46,54,58,61,65
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,11,28.5,41.1,45.0,16.4,18.17,11.51,19.12,1.32,4071,0.4024,10,19,31,45,53,57,59,63
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,12,26.5,38.4,42.0,16.6,19.55,12.34,16.83,1.42,4568,0.4516,9,15,26,42,51,55,57,61
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,13,23.9,36.0,40.0,16.9,21.66,12.95,18.57,1.58,5078,0.502,9,12,22,40,49,53,56,60
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,14,23.0,35.2,39.0,17.1,22.58,13.29,19.26,1.64,5524,0.5461,9,11,20,39,48,53,55,60
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,15,24.8,36.5,40.0,16.7,20.92,12.95,18.13,1.52,4989,0.4932,9,13,22,40,49,53,56,60
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,16,22.1,31.0,31.0,14.9,23.46,16.71,18.0,1.71,5178,0.5119,9,13,19,31,41,47,51,56
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,17,21.0,30.1,30.0,14.8,24.65,17.27,20.69,1.79,5506,0.5443,9,11,18,30,40,46,50,56
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,18,18.0,25.7,25.0,13.4,28.76,20.73,21.21,2.09,6172,0.6101,8,10,14,25,34,39,44,50
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,19,21.0,28.9,29.0,13.7,24.69,17.87,17.73,1.8,6172,0.6101,9,12,18,29,38,43,47,53
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,20,23.1,32.9,33.0,15.7,22.41,15.7,17.63,1.63,4907,0.4851,9,12,21,33,43,50,54,60
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,21,31.7,45.1,48.0,17.7,16.36,10.79,17.63,1.19,2809,0.2777,10,23,36,48,57,62,65,69
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,22,33.4,46.9,50.0,17.7,15.49,10.36,14.77,1.13,2691,0.266,10,27,39,50,58,63,66,71
Feriali,GRA,42,-13800006712220,Corso di Francia,2,50,143.93,1937.6800000000003,2009.6450000000002,2081.61,23,30.6,44.7,48.0,18.5,16.92,10.79,15.04,1.23,3198,0.3161,10,19,35,48,57,62,65,70
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,0,43.6,51.7,52.0,16.3,1.94,1.62,1.46,1.0,1658,0.1639,24,34,43,52,61,68,72,77
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,1,47.4,56.5,58.0,17.9,1.78,1.46,1.25,0.92,832,0.0822,25,36,47,58,67,73,77,86
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,2,46.2,56.6,58.0,19.4,1.83,1.46,1.26,0.94,445,0.044,23,32,45,58,70,76,79,84
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,3,45.5,56.5,60.0,18.8,1.86,1.41,1.44,0.96,251,0.0248,23,34,44,60,69,73,78,83
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,4,50.8,58.8,61.0,17.3,1.66,1.39,0.95,0.86,247,0.0244,25,42,49,61,71,76,78,83
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,5,46.7,54.9,57.0,17.2,1.81,1.48,1.04,0.93,323,0.0319,25,35,45,57,67,73,75,81
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,6,42.2,50.6,52.0,15.8,2.0,1.62,1.52,1.03,896,0.0886,23,32,41,52,61,66,69,73
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,7,37.0,44.3,46.0,14.5,2.28,1.84,1.69,1.18,2549,0.252,19,28,34,46,54,59,61,67
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,8,30.3,37.9,39.0,13.7,2.79,2.17,2.2,1.44,5560,0.5496,14,23,28,39,48,52,55,59
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,9,34.3,41.7,44.0,14.0,2.46,1.92,2.34,1.27,4191,0.4143,18,26,31,44,51,56,58,63
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,10,35.3,42.9,45.0,14.0,2.4,1.88,2.34,1.24,3754,0.3711,18,28,33,45,52,57,59,64
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,11,34.2,41.7,43.0,13.7,2.47,1.96,2.16,1.28,4122,0.4075,17,27,32,43,51,55,58,62
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,12,28.7,37.9,40.0,14.4,2.94,2.11,2.63,1.52,4634,0.4581,12,22,28,40,48,53,55,60
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,13,26.9,36.0,37.0,14.3,3.14,2.28,2.97,1.62,5141,0.5082,11,20,26,37,46,51,54,58
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,14,25.3,35.3,36.0,14.9,3.34,2.35,3.37,1.72,5631,0.5566,10,18,24,36,46,51,54,58
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,15,27.3,36.3,37.0,14.0,3.09,2.28,3.97,1.6,5073,0.5015,13,21,26,37,47,51,53,57
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,16,25.8,32.3,32.0,12.6,3.28,2.64,2.94,1.69,5254,0.5194,13,19,24,32,40,45,49,54
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,17,26.1,32.2,32.0,12.0,3.24,2.64,2.58,1.67,5583,0.5519,13,20,24,32,39,44,48,53
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,18,20.1,26.9,27.0,11.6,4.2,3.13,3.87,2.17,6265,0.6193,9,15,18,27,34,38,41,46
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,19,24.1,30.2,30.0,11.5,3.51,2.82,2.76,1.81,6273,0.6201,12,18,22,30,37,41,45,50
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,20,29.7,35.9,35.0,12.8,2.84,2.41,2.05,1.47,4991,0.4934,15,24,28,35,43,49,53,59
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,21,38.0,46.0,47.0,14.9,2.22,1.8,1.78,1.15,2849,0.2816,20,29,36,47,56,61,64,68
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,22,39.8,47.6,49.0,15.0,2.12,1.72,1.85,1.09,2715,0.2684,22,31,39,49,57,61,65,70
Feriali,GRA,43,13800006562927,Corso di Francia,2,50,23.47,2081.61,2093.3450000000003,2105.08,23,38.2,46.0,47.0,15.1,2.21,1.8,1.63,1.14,3229,0.3192,20,29,36,47,56,61,64,69
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,0,39.1,51.3,51.0,14.7,8.67,6.65,53.47,1.0,1782,0.1762,27,38,43,51,60,66,69,76
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,1,48.0,55.8,56.0,16.7,7.06,6.05,4.6,0.81,897,0.0887,27,39,45,56,66,72,76,83
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,2,47.8,56.1,57.0,17.5,7.09,5.95,4.71,0.82,487,0.0481,27,38,44,57,67,74,78,82
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,3,47.3,56.3,58.0,17.9,7.17,5.84,4.96,0.83,265,0.0262,26,38,44,58,68,73,78,83
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,4,47.6,57.3,58.0,16.8,7.12,5.84,8.07,0.82,265,0.0262,25,41,48,58,68,74,77,81
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,5,47.1,54.2,55.0,16.3,7.2,6.16,4.34,0.83,361,0.0357,28,38,43,55,66,71,74,81
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,6,45.8,51.1,51.0,13.9,7.4,6.65,3.92,0.85,985,0.0974,28,37,42,51,60,65,68,72
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,7,37.4,43.5,45.0,13.3,9.07,7.53,5.39,1.05,2769,0.2737,19,30,36,45,52,56,59,64
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,8,27.5,35.4,36.0,13.2,12.32,9.41,10.0,1.42,6034,0.5965,12,20,27,36,45,49,52,56
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,9,32.5,40.2,42.0,13.1,10.42,8.07,17.36,1.2,4603,0.455,16,26,32,42,49,53,56,60
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,10,34.7,40.9,42.0,12.9,9.78,8.07,6.43,1.13,4128,0.4081,17,28,33,42,50,53,56,60
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,11,30.4,38.7,40.0,13.5,11.16,8.47,9.43,1.29,4577,0.4525,13,24,31,40,48,52,55,59
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,12,24.3,33.8,36.0,14.4,13.98,9.41,12.61,1.61,5054,0.4996,9,17,23,36,44,49,52,56
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,13,22.6,32.3,33.0,14.3,14.97,10.27,13.49,1.73,5619,0.5555,8,15,21,33,43,47,50,55
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,14,21.9,31.8,33.0,14.7,15.48,10.27,13.7,1.79,6136,0.6066,8,14,20,33,43,47,51,55
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,15,23.3,32.1,33.0,13.6,14.57,10.27,12.98,1.68,5523,0.546,9,16,22,33,42,46,49,53
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,16,24.0,30.1,30.0,12.2,14.13,11.3,9.35,1.63,5840,0.5773,11,16,21,30,38,43,46,51
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,17,24.6,30.4,31.0,11.7,13.76,10.93,9.74,1.59,6102,0.6032,12,17,22,31,38,42,45,50
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,18,19.3,25.0,24.0,11.5,17.61,14.12,11.3,2.03,6811,0.6733,9,13,16,24,33,37,40,45
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,19,23.1,28.6,28.0,11.6,14.66,12.11,8.66,1.69,6745,0.6668,11,16,20,28,36,41,43,48
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,20,29.7,35.6,36.0,12.4,11.4,9.41,7.84,1.32,5395,0.5333,15,23,28,36,43,48,51,56
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,21,39.4,45.8,46.0,13.5,8.6,7.37,6.25,0.99,3060,0.3025,21,33,38,46,55,59,62,67
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,22,41.4,47.2,48.0,13.5,8.19,7.06,5.16,0.95,2914,0.2881,23,34,39,48,55,60,63,68
Feriali,GRA,44,13800006578242,Corso di Francia,2,50,94.15,2105.08,2152.1549999999997,2199.23,23,39.9,45.7,46.0,13.5,8.49,7.37,5.04,0.98,3449,0.3409,21,33,38,46,55,59,62,67
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,0,45.7,51.1,51.0,13.9,1.21,1.09,0.61,1.0,1769,0.1749,27,39,44,51,59,64,68,74
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,1,49.8,56.2,56.0,15.3,1.11,0.99,0.64,0.92,904,0.0894,29,43,47,56,65,71,74,81
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,2,46.8,57.0,57.0,17.0,1.19,0.97,1.68,0.98,484,0.0478,27,41,47,57,68,74,77,84
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,3,44.4,56.9,58.0,17.6,1.25,0.96,1.9,1.03,263,0.026,29,40,47,58,67,73,79,84
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,4,48.4,57.9,58.0,16.7,1.15,0.96,1.28,0.94,263,0.026,30,43,48,58,68,74,78,85
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,5,47.9,54.7,55.0,16.0,1.16,1.01,0.61,0.95,364,0.036,28,40,45,55,65,71,75,80
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,6,46.5,51.9,52.0,13.4,1.19,1.07,0.65,0.98,984,0.0973,29,39,45,52,60,65,67,73
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,7,36.6,43.0,44.0,13.0,1.51,1.26,1.09,1.25,2664,0.2633,19,30,36,44,51,55,58,63
Feriali,GRA,45,13800006907411,Corso di Francia,2,50,15.4,2199.23,2206.93,2214.63,8,24.4,33.4,34.0,13.4,2.28,1.63,2.77,1.88,5867,0.58,11,18,24,34,43,47,50,55
