day_type,direction,seg_idx,segmentId,streetName,frc,speedLimit,seg_distance,cum_dist_start,cum_dist_mid,cum_dist_end,hour,harm_avg_speed,avg_speed,median_speed,std_speed,avg_tt,median_tt,std_tt,tt_ratio,sample_size,norm_sample,p5,p15,p25,p50,p75,p85,p90,p95
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,0,31.3,40.2,40.0,15.3,1.72,1.35,1.38,1.0,737,0.0729,14,25,31,40,50,55,59,66
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,1,34.9,42.3,41.0,16.0,1.55,1.32,0.93,0.9,437,0.0432,17,27,32,41,52,59,64,69
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,2,34.0,40.7,40.0,14.8,1.59,1.35,0.89,0.92,197,0.0195,17,25,30,40,50,57,61,67
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,3,34.3,43.9,42.0,16.7,1.57,1.28,1.34,0.91,122,0.0121,18,29,33,42,56,61,64,69
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,4,37.1,41.8,42.0,13.4,1.45,1.28,0.58,0.84,224,0.0221,22,28,31,42,49,55,60,65
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,5,27.6,37.9,38.0,15.9,1.95,1.42,1.95,1.13,922,0.0911,12,21,26,38,49,54,57,64
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,6,17.4,30.6,31.0,13.8,3.11,1.74,5.48,1.8,2658,0.2628,7,16,21,31,40,45,48,52
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,7,10.2,23.0,23.0,12.4,5.3,2.34,9.23,3.07,7221,0.7138,2,10,14,23,32,36,39,44
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,8,9.5,20.5,20.0,11.4,5.68,2.7,9.19,3.29,8075,0.7982,2,8,12,20,28,32,35,40
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,9,10.3,22.2,22.0,11.9,5.26,2.45,8.81,3.05,6993,0.6913,2,9,14,22,30,35,38,42
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,10,11.5,24.2,24.0,12.6,4.71,2.25,8.14,2.73,5795,0.5729,3,10,16,24,33,37,40,45
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,11,12.0,24.9,25.0,12.9,4.5,2.16,7.88,2.61,5268,0.5208,3,10,16,25,33,38,41,46
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,12,11.7,24.9,25.0,13.3,4.62,2.16,7.95,2.68,4922,0.4866,3,10,16,25,34,39,42,47
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,13,13.2,25.7,26.0,13.1,4.09,2.07,6.97,2.37,5177,0.5118,4,11,16,26,35,40,43,47
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,14,12.2,25.8,26.0,13.4,4.41,2.07,7.93,2.56,5142,0.5083,3,11,16,26,35,40,43,48
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,15,10.5,23.2,23.0,12.7,5.14,2.34,8.67,2.98,5717,0.5651,2,9,14,23,32,36,40,45
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,16,10.0,24.1,24.0,13.8,5.42,2.25,9.59,3.14,5648,0.5583,2,9,14,24,34,39,42,48
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,17,9.5,23.1,22.0,13.1,5.69,2.45,9.89,3.3,5768,0.5702,2,8,14,22,32,37,40,45
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,18,9.6,22.9,22.0,13.3,5.6,2.45,9.49,3.25,5674,0.5609,2,8,14,22,32,37,41,46
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,19,10.2,24.0,23.0,14.0,5.31,2.34,9.03,3.08,5426,0.5364,2,8,14,23,33,39,43,48
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,20,13.3,28.1,28.0,14.8,4.07,1.93,7.45,2.36,4566,0.4514,4,12,18,28,38,43,47,53
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,21,26.7,36.9,37.0,15.3,2.02,1.46,2.12,1.17,2434,0.2406,11,21,27,37,47,52,55,63
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,22,28.0,38.1,38.0,15.6,1.93,1.42,2.14,1.12,2038,0.2015,12,22,26,38,49,54,58,63
Feriali,Centro,0,-13800007198127,Corso di Francia,2,50,14.98,0.0,7.49,14.98,23,27.1,38.2,38.0,16.1,1.99,1.42,2.3,1.15,1753,0.1733,11,22,27,38,48,55,59,65
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,0,23.1,37.9,40.0,18.1,2.51,1.45,3.22,1.0,734,0.0726,8,17,23,40,51,56,60,67
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,1,28.3,40.9,41.0,18.4,2.05,1.42,2.57,0.82,434,0.0429,13,20,26,41,53,60,65,71
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,2,30.0,38.6,39.0,16.7,1.94,1.49,1.24,0.77,197,0.0195,13,20,24,39,52,58,61,67
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,3,30.6,42.8,42.0,18.9,1.9,1.38,1.71,0.76,122,0.0121,14,22,27,42,58,62,65,70
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,4,26.2,39.4,41.0,17.2,2.21,1.42,2.63,0.88,224,0.0221,10,19,28,41,51,56,61,65
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,5,19.9,35.8,38.0,18.6,2.93,1.53,3.76,1.17,915,0.0905,5,14,20,38,50,55,59,65
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,6,11.6,30.5,32.0,15.6,5.0,1.82,10.17,1.99,2643,0.2613,2,13,19,32,42,47,49,54
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,7,8.9,23.5,23.0,13.1,6.56,2.53,11.8,2.61,7184,0.7102,1,9,15,23,32,37,41,45
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,8,9.1,21.4,21.0,11.9,6.37,2.77,10.88,2.54,8039,0.7947,2,8,13,21,29,33,37,42
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,9,9.6,22.9,23.0,12.5,6.04,2.53,10.75,2.4,6946,0.6866,2,9,15,23,31,35,39,44
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,10,9.9,24.9,25.0,13.3,5.89,2.32,10.98,2.34,5743,0.5677,2,10,16,25,34,38,42,46
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,11,9.8,25.1,26.0,13.7,5.93,2.23,11.1,2.36,5241,0.5181,2,10,16,26,34,39,43,48
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,12,9.7,25.2,25.0,13.9,6.02,2.32,11.2,2.4,4898,0.4842,2,9,16,25,34,40,44,49
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,13,10.3,25.8,26.0,13.9,5.62,2.23,10.62,2.24,5124,0.5065,2,10,16,26,35,41,44,49
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,14,9.8,26.0,26.0,14.5,5.96,2.23,11.22,2.37,5111,0.5052,2,10,16,26,36,42,45,50
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,15,8.9,23.7,24.0,13.4,6.53,2.42,11.71,2.6,5662,0.5597,1,8,14,24,32,38,41,47
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,16,8.5,24.4,24.0,14.5,6.8,2.42,12.27,2.71,5609,0.5545,1,8,14,24,35,40,44,49
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,17,8.1,23.3,23.0,13.9,7.22,2.53,12.78,2.87,5722,0.5656,1,7,13,23,33,38,42,47
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,18,8.1,23.2,23.0,14.2,7.22,2.53,12.49,2.87,5620,0.5556,1,6,13,23,33,39,43,48
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,19,7.8,23.8,23.0,15.1,7.48,2.53,12.82,2.98,5389,0.5327,1,6,12,23,34,40,44,50
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,20,8.8,27.0,27.0,16.6,6.61,2.15,11.92,2.63,4539,0.4487,2,7,14,27,39,44,48,55
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,21,16.8,34.5,37.0,18.4,3.45,1.57,5.16,1.37,2413,0.2385,4,12,20,37,47,53,57,64
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,22,18.1,35.8,38.0,18.5,3.2,1.53,5.07,1.28,2029,0.2006,5,14,21,38,49,55,59,63
Feriali,Centro,1,-13800007184018,Corso di Francia,2,50,16.14,14.98,23.05,31.12,23,18.9,35.8,38.0,18.9,3.08,1.53,4.49,1.23,1745,0.1725,5,14,20,38,49,56,60,66
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,0,13.1,35.2,40.0,22.0,8.63,2.82,11.31,1.0,733,0.0725,3,5,12,40,52,58,61,67
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,1,12.6,37.6,41.0,23.5,8.94,2.76,13.03,1.04,434,0.0429,3,6,14,41,56,61,65,72
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,2,12.3,33.7,36.0,22.4,9.15,3.14,11.52,1.06,195,0.0193,3,6,8,36,53,58,63,67
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,3,13.3,38.6,42.0,24.5,8.5,2.69,11.26,0.98,122,0.0121,4,5,9,42,59,64,67,70
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,4,14.2,36.3,39.0,22.6,7.98,2.9,10.46,0.92,221,0.0218,4,6,12,39,55,59,62,69
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,5,14.4,35.2,38.0,21.2,7.83,2.97,10.68,0.91,913,0.0903,4,7,15,38,52,58,62,67
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,6,14.3,32.8,34.0,16.0,7.88,3.32,13.45,0.91,2627,0.2597,2,15,23,34,45,49,52,56
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,7,12.9,25.8,26.0,13.0,8.79,4.34,13.23,1.02,7180,0.7098,2,11,17,26,34,39,42,48
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,8,12.7,23.3,23.0,11.9,8.88,4.91,12.02,1.03,8058,0.7966,3,10,15,23,31,35,38,44
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,9,12.7,24.8,25.0,12.5,8.91,4.52,13.02,1.03,6947,0.6867,2,11,17,25,32,37,40,46
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,10,13.1,26.9,27.0,13.3,8.62,4.18,13.46,1.0,5763,0.5697,2,13,19,27,35,40,43,48
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,11,13.0,27.1,28.0,13.7,8.7,4.03,13.41,1.01,5238,0.5178,2,12,19,28,35,40,44,50
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,12,13.1,27.2,27.0,13.9,8.64,4.18,13.44,1.0,4896,0.484,2,12,18,27,36,41,45,51
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,13,12.9,27.6,28.0,14.1,8.73,4.03,13.6,1.01,5134,0.5075,2,12,19,28,37,42,46,51
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,14,12.4,27.9,28.0,14.7,9.1,4.03,14.38,1.05,5105,0.5046,2,11,19,28,37,43,47,52
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,15,12.6,25.8,26.0,13.3,8.97,4.34,13.46,1.04,5658,0.5593,2,11,17,26,34,39,43,49
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,16,11.6,26.5,27.0,14.4,9.78,4.18,15.51,1.13,5616,0.5552,2,10,17,27,36,42,45,50
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,17,11.1,25.4,26.0,13.8,10.19,4.34,15.53,1.18,5721,0.5655,2,9,16,26,34,39,43,48
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,18,11.0,25.5,26.0,14.2,10.32,4.34,15.47,1.2,5627,0.5562,2,9,16,26,34,40,44,49
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,19,10.8,26.1,26.0,15.0,10.46,4.34,15.51,1.21,5384,0.5322,2,7,16,26,36,42,46,51
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,20,10.6,28.5,29.0,16.8,10.67,3.9,16.44,1.24,4537,0.4485,2,7,16,29,40,47,50,55
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,21,12.7,33.1,35.0,20.5,8.88,3.23,12.23,1.03,2411,0.2383,3,6,14,35,49,54,58,65
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,22,12.8,34.1,38.0,21.1,8.85,2.97,12.69,1.03,2017,0.1994,3,6,13,38,51,56,60,65
Feriali,Centro,2,-13800007468537,Corso di Francia,2,50,31.38,31.12,46.81,62.5,23,12.8,33.9,36.0,21.6,8.81,3.14,11.74,1.02,1744,0.1724,3,6,12,36,51,57,61,67
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,0,20.2,37.6,37.0,18.5,1.75,0.96,3.29,1.0,904,0.0894,6,18,23,37,52,58,61,67
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,1,21.8,38.5,36.0,18.9,1.62,0.98,3.86,0.93,589,0.0582,12,19,24,36,52,60,64,71
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,2,12.4,36.8,33.0,18.4,2.85,1.07,15.52,1.63,255,0.0252,6,19,23,33,52,57,61,67
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,3,14.1,38.4,34.0,20.2,2.51,1.04,7.92,1.43,160,0.0158,5,17,23,34,56,62,65,70
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,4,23.5,40.3,38.0,19.1,1.51,0.93,4.12,0.86,240,0.0237,11,20,26,38,55,62,65,71
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,5,28.5,41.8,41.0,16.7,1.24,0.86,2.7,0.71,930,0.0919,15,25,29,41,54,60,64,69
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,6,29.7,38.2,38.0,13.4,1.19,0.93,1.43,0.68,2646,0.2616,15,25,30,38,47,51,55,59
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,7,22.2,29.8,30.0,11.7,1.59,1.18,2.15,0.91,7874,0.7784,10,17,22,30,37,41,44,50
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,8,18.6,26.5,27.0,11.3,1.9,1.31,2.33,1.09,9061,0.8957,8,14,19,27,33,37,40,45
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,9,20.7,28.2,28.0,11.5,1.71,1.26,1.88,0.97,7686,0.7598,9,16,21,28,35,39,42,48
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,10,22.6,30.6,30.0,11.7,1.56,1.18,2.29,0.89,6181,0.611,11,20,23,30,37,42,45,51
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,11,22.3,30.9,31.0,12.1,1.59,1.14,3.17,0.91,5634,0.5569,10,19,24,31,37,42,46,52
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,12,22.6,31.0,31.0,12.6,1.56,1.14,1.89,0.89,5325,0.5264,10,19,23,31,38,43,47,53
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,13,22.5,31.2,31.0,12.6,1.57,1.14,2.23,0.9,5537,0.5474,10,19,24,31,38,44,48,53
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,14,23.3,31.9,31.0,12.6,1.52,1.14,2.52,0.86,5639,0.5574,11,20,24,31,39,44,48,53
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,15,21.4,29.3,29.0,11.8,1.65,1.22,2.49,0.94,6434,0.636,10,18,22,29,36,40,45,50
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,16,21.7,30.5,30.0,12.3,1.63,1.18,2.55,0.93,6391,0.6318,10,18,23,30,38,42,46,51
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,17,21.9,30.0,30.0,11.6,1.62,1.18,2.3,0.92,6435,0.6361,10,18,23,30,37,41,45,50
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,18,22.3,30.4,30.0,11.8,1.59,1.18,2.43,0.91,6202,0.6131,10,18,23,30,37,42,45,51
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,19,22.5,31.2,31.0,12.5,1.57,1.14,2.0,0.89,5892,0.5824,10,19,24,31,38,44,47,52
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,20,22.8,33.2,32.0,13.7,1.55,1.1,2.42,0.88,5226,0.5166,10,20,25,32,41,47,51,57
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,21,24.5,37.3,35.0,16.5,1.45,1.01,2.57,0.82,2845,0.2812,11,21,26,35,49,55,59,65
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,22,22.1,37.4,36.0,16.8,1.6,0.98,4.13,0.91,2446,0.2418,10,20,25,36,50,56,59,65
Feriali,Centro,3,-13800006407150,Corso di Francia,2,50,9.82,62.5,67.41,72.32,23,22.8,37.3,35.0,17.2,1.55,1.01,3.28,0.88,2125,0.2101,10,21,25,35,50,56,61,67
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,0,21.7,42.9,43.0,17.5,9.54,4.81,20.23,1.0,855,0.0845,8,27,34,43,55,60,64,70
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,1,26.4,43.5,42.0,17.5,7.84,4.92,15.82,0.82,560,0.0554,14,29,33,42,55,62,66,74
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,2,20.1,42.6,43.0,16.7,10.28,4.81,29.63,1.08,237,0.0234,8,27,34,43,54,60,64,68
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,3,25.9,45.4,43.0,17.4,7.98,4.81,19.96,0.84,143,0.0141,21,30,34,43,60,67,68,69
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,4,26.8,46.5,47.0,17.8,7.71,4.4,15.14,0.81,226,0.0223,11,30,36,47,60,65,67,72
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,5,27.2,45.8,46.0,16.1,7.61,4.5,19.41,0.8,909,0.0899,16,31,37,46,56,62,66,71
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,6,29.8,41.7,42.0,13.3,6.94,4.92,12.95,0.73,2588,0.2558,17,30,35,42,50,55,58,63
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,7,23.3,32.3,34.0,12.3,8.88,6.08,12.56,0.93,7733,0.7644,10,18,25,34,40,44,46,51
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,8,19.9,28.3,30.0,12.0,10.37,6.89,12.52,1.09,8812,0.8711,8,14,19,30,37,40,42,47
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,9,21.2,30.6,32.0,12.2,9.77,6.46,13.9,1.02,7447,0.7362,9,17,23,32,38,42,45,49
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,10,23.0,33.5,34.0,11.9,8.98,6.08,17.18,0.94,6030,0.5961,12,22,27,34,40,44,47,52
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,11,24.2,33.7,34.0,12.3,8.55,6.08,14.16,0.9,5470,0.5407,12,22,27,34,40,44,48,55
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,12,23.3,33.9,34.0,12.8,8.89,6.08,15.37,0.93,5168,0.5109,10,21,27,34,41,45,49,55
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,13,23.9,34.2,35.0,12.5,8.65,5.91,15.31,0.91,5391,0.5329,12,22,27,35,41,46,50,55
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,14,23.9,34.6,35.0,12.7,8.67,5.91,14.25,0.91,5477,0.5414,12,23,28,35,41,46,50,56
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,15,22.8,32.0,33.0,12.0,9.08,6.27,14.09,0.95,6278,0.6206,11,20,25,33,39,43,46,52
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,16,21.8,33.5,35.0,12.6,9.47,5.91,20.53,0.99,6184,0.6113,10,20,27,35,41,45,48,53
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,17,22.8,33.0,34.0,11.9,9.07,6.08,15.07,0.95,6254,0.6182,11,20,26,34,40,44,47,51
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,18,22.2,33.5,35.0,12.2,9.33,5.91,16.25,0.98,5988,0.5919,10,21,27,35,41,45,47,52
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,19,24.0,34.7,36.0,12.6,8.63,5.74,14.41,0.9,5690,0.5625,11,22,28,36,42,46,49,54
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,20,22.3,36.7,38.0,13.9,9.28,5.44,18.09,0.97,5054,0.4996,10,23,30,38,45,49,53,58
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,21,21.2,41.1,41.0,16.5,9.78,5.04,21.65,1.02,2723,0.2692,8,26,32,41,52,58,62,67
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,22,21.2,41.3,42.0,16.6,9.74,4.92,21.94,1.02,2333,0.2306,8,25,33,42,53,58,62,66
Feriali,Centro,4,-13800006502581,Corso di Francia,2,50,57.45,72.32,101.04499999999999,129.76999999999998,23,21.2,41.8,42.0,16.6,9.76,4.92,36.37,1.02,2046,0.2023,10,27,33,42,52,59,63,70
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,0,27.1,49.2,51.0,17.2,4.38,2.33,15.36,1.0,814,0.0805,15,32,41,51,60,65,69,74
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,1,32.1,49.9,50.0,17.4,3.7,2.37,12.39,0.85,511,0.0505,16,35,41,50,60,66,71,78
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,2,32.5,48.0,50.0,16.6,3.65,2.37,6.64,0.83,225,0.0222,19,31,38,50,60,64,67,72
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,3,43.4,51.9,53.0,16.9,2.74,2.24,1.77,0.63,140,0.0138,17,34,42,53,64,69,72,77
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,4,42.7,53.2,55.0,17.3,2.78,2.16,2.37,0.64,220,0.0217,21,36,43,55,65,70,73,77
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,5,35.7,49.5,53.0,17.5,3.32,2.24,3.72,0.76,905,0.0895,14,29,41,53,61,66,70,74
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,6,33.9,45.1,47.0,14.7,3.51,2.53,4.2,0.8,2568,0.2539,15,31,39,47,54,59,62,67
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,7,26.1,35.3,37.0,13.6,4.54,3.21,5.13,1.04,7645,0.7557,11,19,26,37,44,48,51,56
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,8,22.1,31.0,32.0,13.1,5.38,3.71,6.26,1.23,8650,0.8551,9,15,21,32,41,44,47,51
Feriali,Centro,5,-13800007235814,Corso di Francia,2,50,32.98,129.76999999999998,146.26,162.74999999999997,9,25.3,34.3,36.0,13.2,4.7,3.3,6.01,1.07,7274,0.7191,11,19,25,36,43,47,50,54
