carriage,direction,day_type,seg_idx,segmentId,streetName,frc,speedLimit,seg_distance,cum_dist_start,cum_dist_mid,cum_dist_end,hour,harm_avg_speed,avg_speed,median_speed,std_speed,avg_tt,median_tt,std_tt,tt_ratio,sample_size,norm_sample,p5,p15,p25,p50,p75,p85,p90,p95
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,1,86.8,92.4,90.0,22.7,0.45,0.43,0.12,1.0,232,0.0274,61,68,75,90,109,119,123,130
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,2,91.0,96.4,95.0,22.5,0.43,0.41,0.11,0.95,127,0.015,63,74,80,95,111,119,129,137
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,3,89.5,96.0,95.0,21.8,0.44,0.41,0.16,0.97,74,0.0087,62,76,80,95,110,115,127,134
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,4,90.8,94.3,91.0,18.6,0.43,0.43,0.09,0.95,51,0.006,68,75,83,91,106,116,119,129
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,5,100.3,103.8,102.0,19.2,0.39,0.38,0.08,0.86,97,0.0115,76,85,92,102,113,124,133,139
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,6,92.6,96.4,95.0,18.8,0.42,0.41,0.09,0.93,153,0.0181,67,77,84,95,108,116,119,129
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,7,91.7,96.3,93.0,21.0,0.43,0.42,0.1,0.94,201,0.0237,67,74,80,93,111,120,124,131
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,8,91.2,96.4,98.0,20.1,0.43,0.4,0.13,0.95,336,0.0397,65,75,82,98,110,118,123,128
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,9,89.5,94.1,94.0,20.0,0.44,0.42,0.11,0.97,440,0.052,64,73,79,94,108,113,119,127
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,10,88.7,93.3,93.0,19.7,0.44,0.42,0.11,0.98,565,0.0667,62,74,79,93,106,112,117,126
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,11,88.5,92.5,92.0,18.8,0.44,0.43,0.1,0.98,650,0.0768,65,72,78,92,106,113,117,123
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,12,89.4,93.5,95.0,18.7,0.44,0.41,0.1,0.97,520,0.0614,63,74,80,95,106,113,117,123
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,13,90.4,94.9,94.0,20.0,0.43,0.42,0.11,0.96,454,0.0536,66,75,81,94,109,116,123,127
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,14,90.4,94.7,93.0,19.3,0.43,0.42,0.11,0.96,427,0.0504,65,75,81,93,109,115,120,126
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,15,90.7,94.8,94.0,19.1,0.43,0.42,0.1,0.95,573,0.0677,64,75,81,94,109,114,119,127
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,16,90.4,94.2,94.0,18.1,0.43,0.42,0.1,0.96,691,0.0816,67,76,82,94,106,112,116,124
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,17,88.9,92.6,93.0,17.8,0.44,0.42,0.1,0.97,757,0.0894,65,74,80,93,104,111,114,122
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,18,89.0,93.1,94.0,18.7,0.44,0.42,0.1,0.97,870,0.1027,62,74,80,94,106,112,116,123
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,19,88.1,92.0,93.0,17.8,0.44,0.42,0.11,0.98,854,0.1009,64,74,80,93,104,109,114,121
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,20,89.9,94.2,95.0,19.2,0.44,0.41,0.11,0.96,743,0.0877,64,75,81,95,107,113,117,123
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,21,86.3,91.2,90.0,20.4,0.45,0.43,0.12,1.0,512,0.0605,60,70,76,90,105,112,118,123
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,22,84.1,88.9,87.0,20.7,0.47,0.45,0.12,1.03,483,0.057,60,69,75,87,101,110,115,126
Centrale,Centro,Est. Festivo,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,23,86.6,91.2,90.0,20.1,0.45,0.43,0.11,1.0,446,0.0527,62,71,77,90,104,112,118,126
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,0,87.6,92.9,91.2,21.9,0.45,0.43,0.11,1.0,536,0.0633,60,70,77,91,108,118,124,131
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,1,88.1,92.6,88.9,21.4,0.44,0.44,0.1,0.99,313,0.037,63,71,79,89,103,117,122,135
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,2,85.5,89.8,88.9,19.6,0.46,0.44,0.11,1.02,170,0.0201,60,71,75,89,101,111,115,119
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,3,87.0,92.6,86.6,23.8,0.45,0.45,0.11,1.01,62,0.0073,65,67,73,87,108,120,127,133
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,4,92.4,96.7,91.9,21.6,0.42,0.43,0.09,0.95,64,0.0076,68,75,81,92,106,120,122,138
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,5,88.8,92.3,91.9,17.7,0.44,0.43,0.09,0.99,130,0.0154,65,76,81,92,103,106,114,119
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,6,91.8,95.9,94.1,19.1,0.43,0.42,0.09,0.95,215,0.0254,65,76,83,94,112,115,119,125
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,7,93.5,97.8,96.6,20.1,0.42,0.41,0.1,0.94,365,0.0431,68,77,84,97,111,119,126,133
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,8,87.1,92.0,92.3,20.1,0.45,0.42,0.12,1.01,589,0.0696,60,72,77,92,106,113,117,126
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,9,87.3,92.1,92.3,19.8,0.45,0.42,0.12,1.0,940,0.111,60,72,79,92,105,112,118,123
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,10,86.1,90.8,90.6,19.9,0.45,0.43,0.11,1.02,1301,0.1536,60,70,77,91,105,112,116,122
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,11,84.9,89.5,88.5,19.3,0.46,0.44,0.12,1.03,1375,0.1624,60,69,76,89,103,110,114,121
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,12,85.6,90.7,91.0,19.8,0.46,0.43,0.13,1.02,1437,0.1697,59,71,77,91,105,111,115,122
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,13,85.6,91.2,91.2,20.9,0.46,0.43,0.15,1.02,1169,0.138,57,70,77,91,105,112,118,126
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,14,86.7,91.8,90.6,20.5,0.45,0.43,0.12,1.01,1084,0.128,60,71,77,91,105,114,119,126
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,15,84.4,89.4,90.0,19.5,0.46,0.43,0.13,1.04,1395,0.1647,57,70,76,90,103,109,114,120
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,16,62.8,78.0,79.9,26.2,0.62,0.49,0.46,1.4,1555,0.1836,24,52,65,80,97,104,108,115
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,17,80.5,85.0,84.7,19.0,0.49,0.46,0.13,1.09,1513,0.1787,57,65,71,85,98,105,110,116
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,18,78.3,82.6,82.9,18.0,0.5,0.47,0.13,1.12,1347,0.1591,52,65,70,83,95,102,106,112
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,19,80.9,85.4,86.0,18.3,0.48,0.46,0.13,1.08,1280,0.1512,55,67,73,86,98,104,108,114
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,20,85.1,89.8,90.2,19.9,0.46,0.43,0.12,1.03,972,0.1148,57,69,76,90,104,111,115,122
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,21,84.7,89.7,87.9,20.7,0.46,0.45,0.12,1.03,549,0.0648,60,69,75,88,102,112,118,125
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,22,85.8,90.5,88.9,20.7,0.46,0.44,0.11,1.02,515,0.0608,60,69,74,89,106,113,119,125
Centrale,Centro,Inv. Festiva,99,13800014234786,Via Cristoforo Colombo,2,60,10.87,15456.510000000006,15461.945000000005,15467.380000000006,23,87.1,91.4,90.8,19.5,0.45,0.43,0.1,1.01,558,0.0659,62,71,77,91,104,112,117,125
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,0,84.8,89.2,85.8,19.9,1.1,1.09,0.26,1.0,322,0.038,60,69,77,86,102,109,115,124
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,1,85.0,90.4,86.9,22.0,1.1,1.08,0.3,1.0,175,0.0207,59,69,75,87,104,112,118,132
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,2,86.1,92.3,92.7,24.4,1.09,1.01,0.3,0.99,80,0.0094,56,66,74,93,108,116,121,134
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,3,86.6,89.0,88.5,15.3,1.08,1.06,0.18,0.98,25,0.003,70,73,76,89,101,104,108,118
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,4,88.7,94.6,92.2,21.6,1.06,1.02,0.35,0.96,96,0.0113,59,76,82,92,107,110,116,135
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,5,87.3,92.3,89.9,20.8,1.07,1.04,0.27,0.97,427,0.0504,60,71,78,90,106,114,118,127
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,6,80.6,84.6,85.4,16.9,1.16,1.1,0.32,1.05,2155,0.2545,56,68,74,85,96,101,105,112
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,7,43.8,59.1,62.9,23.8,2.14,1.49,1.93,1.93,7044,0.8318,19,29,40,63,77,84,88,93
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,8,29.4,45.3,40.8,24.8,3.19,2.3,3.19,2.89,6668,0.7874,13,19,25,41,64,75,82,90
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,9,42.8,65.2,69.3,30.2,2.19,1.35,2.51,1.98,5508,0.6504,16,28,39,69,90,98,103,109
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,10,81.8,87.1,88.5,19.5,1.15,1.06,0.34,1.04,3513,0.4149,53,67,74,89,101,106,111,117
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,11,84.3,89.1,89.0,19.5,1.11,1.05,0.3,1.01,2743,0.3239,57,69,75,89,103,109,113,120
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,12,83.1,88.3,87.9,19.8,1.13,1.07,0.34,1.02,2530,0.2988,57,68,75,88,102,109,113,120
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,13,82.2,86.9,86.5,19.2,1.14,1.08,0.31,1.03,2799,0.3305,57,67,73,87,100,107,112,119
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,14,83.3,88.0,87.5,19.3,1.12,1.07,0.3,1.02,2819,0.3329,58,68,74,88,101,108,113,120
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,15,82.6,87.6,86.8,19.8,1.13,1.08,0.32,1.03,2772,0.3274,56,68,74,87,101,108,113,121
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,16,81.4,86.2,85.4,19.5,1.15,1.1,0.31,1.04,2929,0.3459,56,67,73,85,100,107,112,119
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,17,80.4,85.1,84.5,19.2,1.17,1.11,0.31,1.05,2829,0.3341,55,66,72,85,98,105,110,117
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,18,77.0,81.9,81.1,18.4,1.22,1.16,0.39,1.1,2664,0.3146,53,64,69,81,95,101,106,111
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,19,80.3,84.7,84.5,18.8,1.17,1.11,0.3,1.06,2318,0.2737,55,65,71,85,97,104,109,116
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,20,83.9,88.8,88.0,20.2,1.12,1.06,0.29,1.01,1742,0.2057,57,68,75,88,102,109,115,123
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,21,85.1,90.1,88.5,20.8,1.1,1.06,0.29,1.0,992,0.1171,59,69,75,89,105,113,119,128
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,22,84.8,90.1,87.7,21.6,1.11,1.07,0.3,1.0,988,0.1167,57,68,75,88,104,113,118,129
Centrale,Centro,Inv. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,23,84.4,90.5,88.2,21.3,1.11,1.06,0.45,1.0,691,0.0816,61,69,76,88,103,114,120,130
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,0,86.6,91.5,90.0,21.1,1.08,1.04,0.27,1.0,801,0.0946,63,71,76,90,104,114,120,130
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,1,89.2,94.1,93.0,21.7,1.05,1.01,0.25,0.97,466,0.055,63,73,78,93,106,114,123,136
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,2,93.4,97.6,99.0,19.5,1.0,0.95,0.23,0.93,210,0.0248,68,78,84,99,109,118,123,132
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,3,88.7,92.5,90.0,19.4,1.06,1.04,0.22,0.98,111,0.0131,65,72,79,90,102,115,118,131
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,4,90.3,94.7,92.0,20.2,1.04,1.02,0.24,0.96,138,0.0163,65,75,81,92,108,116,122,131
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,5,95.7,100.4,99.0,21.5,0.98,0.95,0.22,0.9,430,0.0508,68,78,83,99,117,124,130,138
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,6,91.9,95.7,96.0,17.7,1.02,0.98,0.23,0.94,1563,0.1846,67,78,84,96,108,113,117,122
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,7,85.4,88.6,90.0,15.4,1.1,1.04,0.25,1.01,3476,0.4105,62,73,79,90,98,103,106,112
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,8,71.1,81.4,85.0,19.4,1.32,1.1,1.14,1.22,5393,0.6369,41,65,73,85,94,98,101,106
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,9,79.9,87.5,90.0,19.7,1.17,1.04,0.64,1.08,4144,0.4894,51,69,76,90,101,105,110,115
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,10,86.7,91.4,93.0,18.8,1.08,1.01,0.3,1.0,2756,0.3255,61,73,79,93,104,110,114,120
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,11,86.1,91.3,91.0,19.9,1.09,1.03,0.35,1.01,2331,0.2753,60,72,77,91,105,112,116,123
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,12,86.9,91.8,92.0,19.7,1.08,1.02,0.3,1.0,2098,0.2478,61,72,78,92,105,113,116,123
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,13,88.3,92.8,92.0,19.3,1.06,1.02,0.27,0.98,2050,0.2421,62,74,79,92,106,113,118,123
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,14,88.7,93.2,93.0,19.4,1.06,1.01,0.27,0.98,2106,0.2487,63,74,80,93,107,113,119,125
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,15,88.2,92.7,93.0,19.1,1.06,1.01,0.28,0.98,2401,0.2835,62,73,79,93,105,112,117,125
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,16,86.0,90.8,91.0,19.2,1.09,1.03,0.32,1.01,2653,0.3133,59,71,77,91,104,110,115,121
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,17,85.5,90.2,90.0,19.2,1.1,1.04,0.29,1.01,2746,0.3243,60,71,77,90,103,110,114,121
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,18,86.0,91.0,91.0,19.7,1.09,1.03,0.31,1.01,2711,0.3201,60,72,78,91,105,111,115,122
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,19,86.6,91.0,92.0,18.8,1.08,1.02,0.28,1.0,2600,0.307,62,72,78,92,103,110,114,121
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,20,89.0,94.0,93.0,20.5,1.05,1.01,0.32,0.97,2110,0.2492,62,74,80,93,107,114,120,129
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,21,85.7,90.8,90.0,20.8,1.09,1.04,0.3,1.01,1341,0.1584,59,69,77,90,104,112,118,127
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,22,86.4,91.4,89.0,21.2,1.08,1.05,0.28,1.0,1297,0.1532,61,70,77,89,105,114,119,129
Centrale,Centro,Est. Feriale,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,23,86.9,92.0,90.0,21.0,1.08,1.04,0.31,1.0,1151,0.1359,63,72,77,90,104,114,122,132
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,0,86.4,91.8,87.0,22.6,1.08,1.08,0.28,1.0,436,0.0515,62,70,74,87,107,116,124,133
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,1,86.6,92.2,89.0,22.6,1.08,1.05,0.28,1.0,232,0.0274,61,68,74,89,109,119,123,130
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,2,91.4,96.5,95.0,22.1,1.02,0.99,0.25,0.94,126,0.0149,64,74,80,95,111,121,127,137
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,3,89.1,95.5,94.0,21.8,1.05,1.0,0.38,0.97,74,0.0087,62,75,80,94,109,115,127,134
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,4,91.0,94.5,91.0,18.6,1.03,1.03,0.2,0.95,51,0.006,68,75,82,91,106,116,118,129
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,5,99.7,103.2,102.0,19.0,0.94,0.92,0.18,0.87,97,0.0115,75,85,90,102,113,124,132,138
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,6,92.4,96.2,94.0,18.7,1.01,1.0,0.22,0.93,154,0.0182,67,77,83,94,108,115,119,129
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,7,91.5,96.1,93.0,21.0,1.02,1.01,0.23,0.94,201,0.0237,67,73,80,93,111,119,124,131
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,8,91.0,96.1,97.0,20.0,1.03,0.97,0.3,0.95,335,0.0396,65,75,82,97,110,117,122,128
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,9,88.9,93.7,94.0,20.0,1.05,1.0,0.28,0.97,439,0.0518,64,73,79,94,107,112,119,127
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,10,88.6,93.0,93.0,19.5,1.06,1.01,0.26,0.97,564,0.0666,62,74,79,93,106,112,116,125
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,11,88.2,92.2,91.0,18.7,1.06,1.03,0.24,0.98,650,0.0768,64,72,78,91,106,112,116,124
Centrale,Centro,Est. Festivo,100,13800007161269,Via Cristoforo Colombo,2,60,26.02,15467.380000000006,15480.390000000007,15493.400000000007,12,89.2,93.2,95.0,18.5,1.05,0.99,0.24,0.97,519,0.0613,63,73,80,95,106,113,117,123
